Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Deep Reinforcement Learning-Based Decision Latency Optimization for&#xa0;Ultra-Reliable Communication Routing,"Proceedings of the 4th International Conference on Frontiers of Electronics, Information and Computation Technologies (ICFEICT 2024)",,,,10.1007/978-981-96-5314-0_36,Jiabao ChenMukun ChenXige ZhangDongyang WangJinyi ChenZhaoming HuZhuwei WangChao Fang,2025,https://link.springer.com/chapter/10.1007/978-981-96-5314-0_36,Conference paper
Design Priority Based Congestion Management in Wireless Sensor Networks with Bacterial Foraging Optimizer and Q-Learning,Proceedings of International Conference on Wireless Communication,,,,10.1007/978-981-95-3616-0_13,Chandrashekhar K. BeralManish N. Tibdewal,2025,https://link.springer.com/chapter/10.1007/978-981-95-3616-0_13,Conference paper
Issues in Control Plane Security of Software-Defined Networking: A Comprehensive Review,Information Systems for Intelligent Systems,,,,10.1007/978-981-96-1744-9_51,Syed UmarJaved ShaikhAishwarya ShekharKrunal VaghelaNilesh T. GoleG. KomalaPoorna Chandra Reddy Alla,2025,https://link.springer.com/chapter/10.1007/978-981-96-1744-9_51,Conference paper
An Efficient SDN Load Balancing Algorithm Using Switch Migration,Artificial Intelligence: Theory and Applications,,,,10.1007/978-981-96-1687-9_34,Tummala VarshithThanush S. KoneriTetali Syam Kumar ReddySreebha Bhaskaran,2025,https://link.springer.com/chapter/10.1007/978-981-96-1687-9_34,Conference paper
BDFC:A New Flow Control Mechanism for&#xa0;Torus Networks,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-96-1551-3_2,Haofei ZhangYoumeng LiYu DengQi Fang,2025,https://link.springer.com/chapter/10.1007/978-981-96-1551-3_2,Conference paper
AQC: Achieving Precise Bandwidth Allocation with&#xa0;Augmented Queues for&#xa0;Credit-Based Proactive Congestion Control,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-96-1542-1_10,Zihan LiYani GongDinghuang HuCunlu LiGuoyuan YuanDezun Dong,2025,https://link.springer.com/chapter/10.1007/978-981-96-1542-1_10,Conference paper
MARL-DCF: A Dual-Channel Fusion Routing Algorithm Based on&#xa0;Multi-agent Reinforcement Learning,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-96-1542-1_6,Zhenyu LiRunyuan SunZhifeng LiangBo LiuZhenxiang Sun,2025,https://link.springer.com/chapter/10.1007/978-981-96-1542-1_6,Conference paper
P4 Language-Based Load-Aware Efficient Resource Utilization in Software Defined Networks,Emerging Electronics and Automation,,,,10.1007/978-981-97-6802-8_4,Meenaxi M. RaikarPrajwal ShaviKailash AngadiNagaraj NaikHarsha Kumar,2025,https://link.springer.com/chapter/10.1007/978-981-97-6802-8_4,Conference paper
A Study on the Performance of Network Topologies in SDN-Based Edge IoT Network,"Proceedings of International Conference on Data, Electronics and Computing",,,,10.1007/978-981-97-8476-9_28,Rohit Kumar DasAkarsh GuptaShivam BodaParth JoshiNurzaman Ahmed,2025,https://link.springer.com/chapter/10.1007/978-981-97-8476-9_28,Conference paper
PIKA: A Rate Control Mechanism for Real-Time Video Streaming Assisted by 5G Link Quality,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-96-9914-8_18,Wenji DuWanghong YangBaosen ZhaoYongmao RenXu Zhou,2025,https://link.springer.com/chapter/10.1007/978-981-96-9914-8_18,Conference paper
Automated Cloud-Native Dynamic Network Policy Generation Based on Microservices Topology,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-96-9914-8_22,Weiqiang HuangJunling YouTong LiJingguo GeHe KongLiangxiong Li,2025,https://link.springer.com/chapter/10.1007/978-981-96-9914-8_22,Conference paper
Orchestrating In-Network Aggregation for Distributed Machine Learning via In-Band Network Telemetry,Journal of Computer Science and Technology,,,,10.1007/s11390-024-3342-y,Ming-Tao JiYi-Bo JinZhu-Zhong QianTuo CaoBao-Liu Ye,2025,https://link.springer.com/article/10.1007/s11390-024-3342-y,Article
Software-Defined Network Privacy,"Encyclopedia of Cryptography, Security and Privacy",,,,10.1007/978-3-030-71522-9_1744,Eduard MarinDiego Perino,2025,https://link.springer.com/rwe/10.1007/978-3-030-71522-9_1744,Reference work entry
Network Development Mode,Dictionary of Contemporary Chinese Economics,,,,10.1007/978-981-97-4036-9_1025,Wei ShouhuaLiu Danlu,2025,https://link.springer.com/rwe/10.1007/978-981-97-4036-9_1025,Reference work entry
Detection and Localization of Malicious Nodes in Internet of Things Based on SDN,Wireless Artificial Intelligent Computing Systems and Applications,,,,10.1007/978-3-031-71467-2_37,Xiao JingxuChang ChaowenYuan LuMa YingyingYang Chenli,2025,https://link.springer.com/chapter/10.1007/978-3-031-71467-2_37,Conference paper
BufferConcede: Conceding Buffer for&#xa0;RoCE Traffic in&#xa0;TCP/RoCE Mix-Flows,Wireless Artificial Intelligent Computing Systems and Applications,,,,10.1007/978-3-031-71464-1_4,Lingxuan MengKaiyun LiuWeibei FanFu XiaoMengjie LvLei HanXiaoyan Li,2025,https://link.springer.com/chapter/10.1007/978-3-031-71464-1_4,Conference paper
Optimization Methods for Multicast Routing Problems,Handbook of Artificial Intelligence and Data Sciences for Routing Problems,,,,10.1007/978-3-031-78262-6_5,Carlos A. S. Oliveira,2025,https://link.springer.com/chapter/10.1007/978-3-031-78262-6_5,Chapter
Navigating Smart Order Routing in Fixed Income Trading with Linear Programming and Dijkstra’s Algorithm,Dynamics of Information Systems,,,,10.1007/978-3-031-81010-7_14,Cassel RobsonMarko MisicErika CapperMila CvetanovskaMajid GhasemiFadi AlzhouriDariush Ebrahimi,2025,https://link.springer.com/chapter/10.1007/978-3-031-81010-7_14,Conference paper
A Comprehensive Survey on Software Defined Networking (SDN) Security,Computing and Emerging Technologies,,,,10.1007/978-3-031-77617-5_18,Nouman MaboodNoshina TariqFarrukh Aslam KhanMuhammad Ashraf,2025,https://link.springer.com/chapter/10.1007/978-3-031-77617-5_18,Conference paper
Brief Announcement: On the&#xa0;Feasibility of&#xa0;Local Failover Routing on&#xa0;Directed Graphs,"Stabilization, Safety, and Security of Distributed Systems",,,,10.1007/978-3-031-74498-3_27,Erik van den AkkerKlaus-Tycho Foerster,2025,https://link.springer.com/chapter/10.1007/978-3-031-74498-3_27,Conference paper
Detection of DoS Attack Using Machine Learning in Software Defined Network,Advances in Artificial Intelligence and Machine Learning in Big Data Processing,,,,10.1007/978-3-031-73068-9_6,M. A. GunavathieS. KousalyaJ. Celina RekhaS. RasikaranjaniD. Mahalakshmi,2025,https://link.springer.com/chapter/10.1007/978-3-031-73068-9_6,Conference paper
Avoiding Spurious Timeouts,Principles of Verification: Cycling the Probabilistic Landscape,,,,10.1007/978-3-031-75778-5_16,Lenore D. ZuckZhongkai Wen,2025,https://link.springer.com/chapter/10.1007/978-3-031-75778-5_16,Chapter
Reconfigurable Routing in&#xa0;Data Center Networks,Algorithmics of Wireless Networks,,,,10.1007/978-3-031-74580-5_9,David C. KutnerIain A. Stewart,2025,https://link.springer.com/chapter/10.1007/978-3-031-74580-5_9,Conference paper
Performance Evaluation of Single-Path Transmission Control Protocol on Multi-Path Data Center Network,Integration of Artificial Intelligence in IoT: Opportunities and Challenges,,,,10.1007/978-981-96-5918-0_8,Mahendra SuryavanshiJalindar GandalRajeshree KhandeSheetal Rajapurkar,2025,https://link.springer.com/chapter/10.1007/978-981-96-5918-0_8,Conference paper
Research on Matrix Exchange Scheduling Algorithm Based on Clos Structure,"Proceedings of the 4th International Conference on Frontiers of Electronics, Information and Computation Technologies (ICFEICT 2024)",,,,10.1007/978-981-96-5314-0_32,Qi YangChanglu Zhang,2025,https://link.springer.com/chapter/10.1007/978-981-96-5314-0_32,Conference paper
Integrating Reinforcement Learning into Software-Defined Networks for Adaptive Bandwidth Allocation in Universities: A Bandit-Based Approach,Fifth Congress on Intelligent Systems,,,,10.1007/978-981-96-2694-6_6,D. Sendil VadivuA. S. Syed Shahul HameedNarendran Rajagopalan,2025,https://link.springer.com/chapter/10.1007/978-981-96-2694-6_6,Conference paper
RVCC: Congestion Control to&#xa0;Reduce Victim Flows in&#xa0;Data Center Networks,Network and Parallel Computing,,,,10.1007/978-981-96-2864-3_38,Lang DaiLu Tang,2025,https://link.springer.com/chapter/10.1007/978-981-96-2864-3_38,Conference paper
Enhancement in Loop Prevention Protocols: Dynamic Per-VLAN Multi-shortest Path Bridging (DV-MPB),Smart Systems and Wireless Communication,,,,10.1007/978-981-96-1348-9_49,N. NagabhushanamP. Abhishek KumarD. Pramod ChaitanyaB. R. Chandavarkar,2025,https://link.springer.com/chapter/10.1007/978-981-96-1348-9_49,Conference paper
Network Abnormality Diagnosis Visualization for Computing and Network Convergence Environment,Information Processing and Network Provisioning,,,,10.1007/978-981-96-6462-7_33,Jiachang GaoJing GaoLei FengSheng Hong,2025,https://link.springer.com/chapter/10.1007/978-981-96-6462-7_33,Conference paper
Financial Leasing Network Architecture: Providing On-Demand Privacy Preservation Services for Financial Leasing Applications,Information Processing and Network Provisioning,,,,10.1007/978-981-96-6468-9_36,Weiwei ZhengHaoqiu Huang,2025,https://link.springer.com/chapter/10.1007/978-981-96-6468-9_36,Conference paper
Method of Hierarchical Queue Management on Network Routers Based on the Goal Coordination Principle,Advanced Smart Information and Communication Technology and Systems,,,,10.1007/978-3-031-94799-5_11,Oleksandr LemeshkoAnatoliy PersikovOleksandra YeremenkoMaryna Yevdokymenko,2025,https://link.springer.com/chapter/10.1007/978-3-031-94799-5_11,Conference paper
Short Paper: Towards 2-Resilient Local Failover in&#xa0;Destination-Based Routing,Algorithmic Aspects of Cloud Computing,,,,10.1007/978-3-031-94677-6_2,Erik van den AkkerKlaus-Tycho Foerster,2025,https://link.springer.com/chapter/10.1007/978-3-031-94677-6_2,Conference paper
Impact Analysis of&#xa0;Sybil Attacks in&#xa0;the&#xa0;Tor Network,ICT Systems Security and Privacy Protection,,,,10.1007/978-3-031-92886-4_13,Christoph SendnerDominik SchreiderAlexandra Dmitrienko,2025,https://link.springer.com/chapter/10.1007/978-3-031-92886-4_13,Conference paper
Design of an Application Authentication Framework to Secure Controller Access via Northbound Interface in SDN,Computational Technologies and Electronics,,,,10.1007/978-3-031-81981-0_4,Tinku AdhikariAjoy Kumar KhanMalay Kule,2025,https://link.springer.com/chapter/10.1007/978-3-031-81981-0_4,Conference paper
SecureSDNLab: An Open-Source Dockerized Platform for SDN Information Security and Research,Computer and Information Science and Engineering,,,,10.1007/978-3-031-82606-1_8,Fredy Mendoza-CardenasAndres J. Aparcana-TasaycoDaniel Diaz-Ataucuri,2025,https://link.springer.com/chapter/10.1007/978-3-031-82606-1_8,Chapter
Operation and Evaluation of Flow Information-Based Incident Detection System in Campus Network,"Advances in Internet, Data and Web Technologies",,,,10.1007/978-3-031-86149-9_35,Daisuke YagyuYoshifumi UeshigeMasato Tsuru,2025,https://link.springer.com/chapter/10.1007/978-3-031-86149-9_35,Conference paper
Design of Satellite Network Simulation Platform Supporting Distributed Controller,Wireless and Satellite Systems,,,,10.1007/978-3-031-86196-3_3,Haoxuan LuDezhi LiZhenyong Wang,2025,https://link.springer.com/chapter/10.1007/978-3-031-86196-3_3,Conference paper
Optimizing Onionbalance: Improving Scalability and&#xa0;Security for&#xa0;Tor Onion Services,Secure IT Systems,,,,10.1007/978-3-031-79007-2_25,Laura DonahPascal Tippe,2025,https://link.springer.com/chapter/10.1007/978-3-031-79007-2_25,Conference paper
Investigating Selective Reliability with&#xa0;the&#xa0;Laminar Networking Package,Scientific Computing and Bioinformatics and Computational Biology,,,,10.1007/978-3-031-85902-1_8,Ryan D. WinzDouglas D. Hodson,2025,https://link.springer.com/chapter/10.1007/978-3-031-85902-1_8,Conference paper
A P4 Practical Deployment of&#xa0;Priority Queues with&#xa0;Stratum and&#xa0;ONOS,Advanced Information Networking and Applications,,,,10.1007/978-3-031-87775-9_23,Lauro de Souza SilvaEdison Pignaton de FreitasJuliano Araújo Wickboldt,2025,https://link.springer.com/chapter/10.1007/978-3-031-87775-9_23,Conference paper
Towards Declarative Traffic Engineering for&#xa0;Guaranteed Latency-Based Forwarding,Euro-Par 2024: Parallel Processing Workshops,,,,10.1007/978-3-031-90203-1_20,Jacopo MassaStefano FortiFederica PaganelliPatrizio DazziAntonio BrogiAlexander ClemmToerless Eckert,2025,https://link.springer.com/chapter/10.1007/978-3-031-90203-1_20,Conference paper
On Selection Functions in&#xa0;Adaptive Routing,Euro-Par 2024: Parallel Processing Workshops,,,,10.1007/978-3-031-90203-1_50,Alejandro CanoCristóbal CamareroCarmen Martínez,2025,https://link.springer.com/chapter/10.1007/978-3-031-90203-1_50,Conference paper
HTTP Conformance vs. Middleboxes: Identifying Where the&#xa0;Rules Actually Break Down,Passive and Active Measurement,,,,10.1007/978-3-031-85960-1_7,Ilies BenhabbourMahmoud AttiaMarc Dacier,2025,https://link.springer.com/chapter/10.1007/978-3-031-85960-1_7,Conference paper
Controller Placement Problem (CPP) Based on POCO Solution for the Algerian Research Network Topology,"Modeling, Simulation and Computer Technology",,,,10.1007/978-3-032-01922-6_41,S. MamechaouiI. BenazizaA. BenhenniI. Merzouka,2025,https://link.springer.com/chapter/10.1007/978-3-032-01922-6_41,Conference paper
Layer-2 Protocol,"Encyclopedia of Cryptography, Security and Privacy",,,,10.1007/978-3-030-71522-9_1805,Sandro Coretti,2025,https://link.springer.com/rwe/10.1007/978-3-030-71522-9_1805,Reference work entry
Network Flooding Attack,"Encyclopedia of Cryptography, Security and Privacy",,,,10.1007/978-3-030-71522-9_300638,,2025,https://link.springer.com/rwe/10.1007/978-3-030-71522-9_300638,Reference work entry
Zero Trust Network,"Encyclopedia of Cryptography, Security and Privacy",,,,10.1007/978-3-030-71522-9_301061,,2025,https://link.springer.com/rwe/10.1007/978-3-030-71522-9_301061,Reference work entry
Delving into the Intricacies and Nuances of Modern Nested Network Systems,"Advances in Communication, Devices and Networking",,,,10.1007/978-981-97-5337-6_29,Amba MishraAnkur Pan SaikiaRamkumar KrishnamoorthyWarish Patel,2025,https://link.springer.com/chapter/10.1007/978-981-97-5337-6_29,Conference paper
Optimizing Packets of SDN to Develop a Virtual Routing System Using MET and Hybrid Optimization Techniques,Proceedings of Data Analytics and Management,,,,10.1007/978-981-96-3361-6_9,Jagmeet KaurPuneet Kumar,2025,https://link.springer.com/chapter/10.1007/978-981-96-3361-6_9,Conference paper
DeepSight: In-Network Packet Loss Management for TCP Applications,Network and Parallel Computing,,,,10.1007/978-981-96-2864-3_30,Jiuyi LiuAnbang WanDongzhan Zhang,2025,https://link.springer.com/chapter/10.1007/978-981-96-2864-3_30,Conference paper
Fuzzy Logic-Based Load Balancing for Network Traffic Management,Computational Intelligence in Machine Learning,,,,10.1007/978-981-96-4391-2_31,Suneel LaxmipuramMohammad Shahbaz KhanPrasad JangaB. Ravi KumarEruva AparnaKaidapuram Mounika,2025,https://link.springer.com/chapter/10.1007/978-981-96-4391-2_31,Conference paper
Research on&#xa0;Intelligent Traffic Orchestration Methods Based on&#xa0;SaaSification of&#xa0;Security Software,Cyberspace Simulation and Evaluation,,,,10.1007/978-981-96-4509-1_24,Tianqi GuoBin ZhengDong Cao,2025,https://link.springer.com/chapter/10.1007/978-981-96-4509-1_24,Conference paper
Comparative Study Between Taylor Aquila Optimizer and Aquila Wild Geese Optimizer in SDN Environment,Proceedings of Data Analytics and Management,,,,10.1007/978-981-96-3355-5_4,Prerna RaiBhaskar BhuyanHiren Kumar Deva Sarma,2025,https://link.springer.com/chapter/10.1007/978-981-96-3355-5_4,Conference paper
Understanding the Role of Data-Driven Communications Software Design in Networks,"Proceedings of the 5th International Conference on Data Science, Machine Learning and Applications; Volume 2",,,,10.1007/978-981-97-8043-3_131,Vaishali SinghInzimamShruti DadhichMurugan R,2025,https://link.springer.com/chapter/10.1007/978-981-97-8043-3_131,Conference paper
Statistical Feature Based Traffic Classification and Quality of Service Assessment in Software Defined Networks,Advances in Artificial Intelligence and Machine Learning,,,,10.1007/978-981-97-9507-9_14,Abhishek Kumar GaurDeepak Kumar SharmaAmarjit Malhotra,2025,https://link.springer.com/chapter/10.1007/978-981-97-9507-9_14,Conference paper
Data Center Networking Using Dynamic Scaling on Spine-Leaf Architecture,Advances in Distributed Computing and Machine Learning,,,,10.1007/978-981-96-6721-5_5,G. SpoorthyV. SatishCh. RahulK. KalyanI. Raju,2025,https://link.springer.com/chapter/10.1007/978-981-96-6721-5_5,Conference paper
